Date,Central PA,Linear Speed ,MPA,20R Speed,Width,ssn
1/27/2010,152,421.5,153.5,610.5,14,12
1/28/2010,325,252,321,0,25,12
1/29/2010,37,237,40,0,92,12
1/30/2010,274.5,262.5,280,441.5,33.5,16
1/31/2010,277,187,287,109.5,48.5,17
2/1/2010,254,246.5,265,788,96,14
2/2/2010,141.5,306.5,143,364,32,14
2/3/2010,167.444444444444,355.444444444444,167.222222222222,486.222222222222,28,12
2/4/2010,193.388888888889,404.388888888889,191.444444444444,608.444444444444,24,12
2/5/2010,219.333333333333,453.333333333333,215.666666666667,730.666666666667,20,36
2/6/2010,92.5,240,88.5,202.5,76.5,38
2/7/2010,23.5,306.666666666667,56,228.333333333333,126.666666666667,59
2/8/2010,85,153,81,152,99,56
2/9/2010,43.5,276,53,351.5,7,50
2/10/2010,172.5,670.5,174,593.5,50.5,44
2/11/2010,182.75,332.25,179.75,249.25,26.5,41
2/12/2010,206.666666666667,523,171.25,582.75,130.75,43
2/13/2010,299.5,514.5,302,919.75,52.25,33
2/14/2010,228.666666666667,356.333333333333,226,503.333333333333,44,30
2/15/2010,250,348.285714285714,249,231.142857142857,32.8571428571429,30
2/16/2010,275,402,266.666666666667,908,18.6666666666667,43
2/17/2010,300,298.5,297.5,290.5,33,23
2/18/2010,289,209.5,291,238,25,20
2/19/2010,246.2,335.55,242.3,321.7,30.9,20
2/20/2010,203.4,461.6,193.6,405.4,36.8,17
2/21/2010,70,373,64,353.5,56,17
2/22/2010,232,315.333333333333,227.333333333333,376.666666666667,51.6666666666667,15
2/23/2010,201.5,380.5,192.5,528.5,29,30
2/24/2010,117.4,518.8,113.6,402.8,69.2,29
2/25/2010,85.6666666666667,311,82.6666666666667,414.333333333333,23.3333333333333,27
2/26/2010,143.25,310,143.75,79.25,7.5,14
2/27/2010,85.5,142,87.5,0,12.5,14
2/28/2010,216.5,307,224.75,339.25,92.25,23
3/1/2010,62,736,57.6666666666667,729.666666666667,39,37
3/2/2010,195.666666666667,429.333333333333,205.333333333333,755.333333333333,55.6666666666667,36
3/3/2010,139.333333333333,387,144.666666666667,286.333333333333,49,39
3/4/2010,152.5,365,156,360,27.5,28
3/5/2010,238,251,236.8,284.2,32.2,0
3/6/2010,137,520,125.333333333333,565.666666666667,68,12
3/7/2010,111,240.25,116.75,256.75,13,17
3/8/2010,129.666666666667,219,133.666666666667,270.333333333333,13,0
3/9/2010,169,293.25,170.75,142.25,14.25,0
3/10/2010,124.166666666667,301.5,126,373.666666666667,20.3333333333333,34
3/11/2010,44,250.75,49.25,163.5,22.5,36
3/12/2010,64,320,69,429,49,31
3/13/2010,289.2,613,292,1176.8,40.2,33
3/14/2010,137.666666666667,289.666666666667,143.333333333333,317,139,27
3/15/2010,179.142857142857,237.571428571429,179.428571428571,275.142857142857,38.5714285714286,23
3/16/2010,142,172,141.666666666667,305,33,28
3/17/2010,274.333333333333,547,282.333333333333,459.333333333333,28.6666666666667,30
3/18/2010,218.25,417.25,222.5,501,44.75,22
3/19/2010,198,392.5,194.5,941,58,14
3/20/2010,287,323.333333333333,294.333333333333,384,39.6666666666667,22
3/21/2010,310,343,307,608,8,17
3/22/2010,310,348,316,0,50,14
3/23/2010,66,213.5,68.5,541,32,17
3/24/2010,97,292.05,97.85,505.2,40.3,23
3/25/2010,128,370.6,127.2,469.4,48.6,22
3/26/2010,168.666666666667,219.333333333333,179,322.666666666667,43,34
3/27/2010,39.5,381.5,37.5,1552.5,12,31
3/28/2010,193.5,383.5,189.5,491.5,17.5,33
3/29/2010,262,290,291,244,124,33
3/30/2010,177,417.666666666667,169,478.333333333333,80.3333333333333,27
3/31/2010,200,294.458333333333,197.5,380.041666666667,64.1666666666667,22
4/1/2010,223,171.25,226,281.75,48,22
4/2/2010,92.6,420.4,163.6,688,29.8,24
4/3/2010,142,307.833333333333,144.166666666667,257.5,85.6666666666667,33
4/4/2010,190.6,189.4,187.8,165.6,30.4,34
4/5/2010,176,287,181.5,453,21.5,25
4/6/2010,82,377.333333333333,78.3333333333333,364.333333333333,41.6666666666667,21
4/7/2010,189.333333333333,165,186.333333333333,160,44.3333333333333,29
4/8/2010,175,366.5,170.75,236.5,87.25,9
4/9/2010,56,438,68,440,8,10
4/10/2010,156.333333333333,207,158.5,476.666666666667,26.8333333333333,10
4/11/2010,128.8,305.6,129.8,495,23.8,10
4/12/2010,232,235,235,317,36,9
4/13/2010,181.75,256.5,177.75,291.5,51,0
4/14/2010,105,138,104,0,35,0
4/15/2010,221,302,223.375,384.25,32.125,0
4/16/2010,207.5,230.5,214,177,15.5,0
4/17/2010,202.75,606.75,207.25,152.25,27.5,0
4/18/2010,257,381,240,644,100,0
4/19/2010,302,488,322,675,108,0
4/20/2010,203.2,329.2,198.4,421.4,37.6,9
4/21/2010,192.577777777778,299.244444444444,187.933333333333,367.044444444444,35.0666666666667,9
4/22/2010,181.955555555556,269.288888888889,177.466666666667,312.688888888889,32.5333333333333,0
4/23/2010,171.333333333333,239.333333333333,167,258.333333333333,30,0
4/24/2010,180.791666666667,279.666666666667,179.25,441.041666666667,22,16
4/25/2010,190.25,320,191.5,623.75,14,0
4/26/2010,316,267,312,407,11,0
4/27/2010,257.25,223.25,252.75,349.75,15.25,10
4/28/2010,198.5,179.5,193.5,292.5,19.5,0
4/29/2010,130,220.25,127.75,295.5,49.5,9
4/30/2010,145.3,297.325,141.375,525.55,57.95,13
5/1/2010,160.6,374.4,155,755.6,66.4,21
5/2/2010,237.666666666667,291.666666666667,238.333333333333,599.666666666667,31,40
5/3/2010,266.333333333333,315.333333333333,269,171.666666666667,29.6666666666667,51
5/4/2010,327.333333333333,414.666666666667,209.333333333333,372,23.6666666666667,47
5/5/2010,273.2,408.8,276.8,1075.8,31.6,19
5/6/2010,238,424.5,235,839,28,16
5/7/2010,227.6,397,228.4,300.8,20.2,16
5/8/2010,244.25,409,246,560.75,30,0
5/9/2010,217.5,242.25,214.75,363.75,17.5,0
5/10/2010,165.333333333333,246,164,627.666666666667,21.6666666666667,0
5/11/2010,108.5,221.5,113,168.5,20.5,0
5/12/2010,189.75,272.916666666667,191.5,396.75,16.25,0
5/13/2010,271,324.333333333333,270,625,12,0
5/14/2010,164.333333333333,285.666666666667,164.666666666667,248.333333333333,15.3333333333333,0
5/15/2010,187.5,316.166666666667,185.833333333333,817,33.6666666666667,0
5/16/2010,188,338.333333333333,186.416666666667,656.75,26.0833333333333,0
5/17/2010,188.5,360.5,187,496.5,18.5,0
5/18/2010,267,355.5,269.5,1071.5,12,0
5/19/2010,166.333333333333,224,166.333333333333,232,73.6666666666667,0
5/20/2010,91.5,182,98,271.5,30.5,14
5/21/2010,132,227.5,133.25,347.75,15.75,21
5/22/2010,240,392.666666666667,249.333333333333,968,45,22
5/23/2010,155.75,334,191.6,568.8,87.8,19
5/24/2010,245.666666666667,325.25,255.25,875.75,112.75,24
5/25/2010,225,291,224.333333333333,232,63.3333333333333,16
5/26/2010,234,233.5,220.5,460,79.5,13
5/27/2010,130.25,358.25,132.5,506.75,32.5,13
5/28/2010,215.6,339.6,219.8,682.2,15.4,19
5/29/2010,258.666666666667,310.666666666667,261.333333333333,654.666666666667,35.3333333333333,29
5/30/2010,286,307,286,422.5,28,18
5/31/2010,217.25,241.5,219.25,311.75,49.75,15
6/1/2010,171.25,206.25,173.25,389,20,18
6/2/2010,177.5,290,184,329.5,46,21
6/3/2010,158,300.666666666667,150.333333333333,381.333333333333,30,28
6/4/2010,145,287.5,180.833333333333,241.166666666667,77,26
6/5/2010,144.5,263,149,558,21.5,12
6/6/2010,141.5,255.5,141.5,410.5,17.5,18
6/7/2010,209.142857142857,230.714285714286,207.571428571429,464.428571428571,9.42857142857143,14
6/8/2010,222.666666666667,308,225,196.333333333333,6,29
6/9/2010,196.75,466,201.25,470,19.5,39
6/10/2010,163.6,323.8,167,602.8,23.4,46
6/11/2010,172,218.5,173.5,393,44.5,46
6/12/2010,241.8,374,246,395.2,72.8,25
6/13/2010,222,301.5,225.5,381.5,37,14
6/14/2010,176.8,291.4,183,521.4,46,0
6/15/2010,196.6,293.6,196.2,366.4,36,0
6/16/2010,182.857142857143,243.285714285714,182.142857142857,194.428571428571,62.2857142857143,12
6/17/2010,208.5,219.5,211.5,286.5,31,12
6/18/2010,176,249.666666666667,179,279.333333333333,57.6666666666667,26
6/19/2010,179,231,177.333333333333,304,50.6666666666667,18
6/20/2010,203.5,356,209,366,83,14
6/21/2010,118,62,122,159,29,15
6/22/2010,51,369,56.5,1203,70.5,14
6/23/2010,202,265,205,226.5,59.25,12
6/24/2010,236,363,241,328,8,17
6/25/2010,192,242.5,188,131,31.5,18
6/26/2010,298.5,319.5,288.5,233.5,31,11
6/27/2010,210.5,157.5,207.5,361,28,11
6/28/2010,183.333333333333,193.666666666667,180,390.333333333333,22.6666666666667,22
6/29/2010,184.5,212,180,224.5,62,11
6/30/2010,245,155,245.5,177.5,32,13
7/1/2010,199.666666666667,197.166666666667,201.388888888889,233.666666666667,43.1666666666667,13
7/2/2010,154.333333333333,239.333333333333,157.277777777778,289.833333333333,54.3333333333333,13
7/3/2010,109,281.5,113.166666666667,346,65.5,14
7/4/2010,67.5,179.5,71,250,39,27
7/5/2010,130.6,297.8,130.2,313.4,51.6,25
7/6/2010,99.25,277.75,101.5,283,19,13
7/7/2010,99.4,294,102.4,307.6,18,13
7/8/2010,154.6,295.6,162.8,642.8,51.8,17
7/9/2010,170.2,343.8,173.8,737.4,31.2,22
7/10/2010,164,270.5,166,352.5,81,36
7/11/2010,113.5,239,116.75,330.5,47.5,34
7/12/2010,113.333333333333,268,119,350.666666666667,13.6666666666667,30
7/13/2010,127.8,248.6,129.2,915.6,25.4,17
7/14/2010,185.4,248.8,187.1,1045.8,16.7,25
7/15/2010,243,249,245,1176,8,16
7/16/2010,160.25,253.5,155.75,351,32.75,14
7/17/2010,138,310.714285714286,136.285714285714,297.285714285714,31.8571428571429,14
7/18/2010,70,223,66.3333333333333,184,41.3333333333333,14
7/19/2010,174.5,295.666666666667,176.666666666667,499.5,35.8333333333333,30
7/20/2010,122,278.333333333333,121.333333333333,88.3333333333333,10.3333333333333,31
7/21/2010,118.5,281.666666666667,118.916666666667,316.666666666667,14.9166666666667,36
7/22/2010,115,285,116.5,545,19.5,44
7/23/2010,93,144,92,320,25,47
7/24/2010,178.25,202,173,352.25,32,39
7/25/2010,167.333333333333,303.666666666667,163.333333333333,196.333333333333,31,33
7/26/2010,203,402.666666666667,202.333333333333,1143.33333333333,20.3333333333333,19
7/27/2010,51,168,53,385,7,34
7/28/2010,176,205.5,181,269,69.5,38
7/29/2010,128,429.75,118,357.5,111.75,31
7/30/2010,80,654,55,446,154,30
7/31/2010,76.6666666666667,219.666666666667,77.3333333333333,325.666666666667,18,24
8/1/2010,73,501.333333333333,70.3333333333333,1242.66666666667,172.333333333333,24
8/2/2010,86.5,372.166666666667,85.4166666666667,654.083333333333,94.9166666666667,14
8/3/2010,100,243,100.5,65.5,17.5,32
8/4/2010,208,483,208,470.333333333333,8.33333333333333,51
8/5/2010,219.25,284.25,223,489,35.25,51
8/6/2010,190.666666666667,350.333333333333,190.833333333333,1048.16666666667,14.5,48
8/7/2010,191,463.571428571429,174.142857142857,511.857142857143,94.2857142857143,38
8/8/2010,249.5,279,265.5,805,99.5,55
8/9/2010,187.5,405.5,183.5,388,35.5,58
8/10/2010,188,497,195.5,609.5,68,67
8/11/2010,199.4,399.6,198.2,767.2,8.8,50
8/12/2010,196.866666666667,387.633333333333,198.433333333333,465.1,23.5666666666667,41
8/13/2010,194.333333333333,375.666666666667,198.666666666667,163,38.3333333333333,33
8/14/2010,244,574.75,244.25,553.25,100.5,38
8/15/2010,201.25,455.25,204,657.25,48,51
8/16/2010,113,408,117,424,10,26
8/17/2010,71,317,77.5,908.5,29.5,23
8/18/2010,179.4,617.2,176.6,571.6,71.6,15
8/19/2010,138.666666666667,287.666666666667,138.333333333333,282.333333333333,14,12
8/20/2010,252,309,257,406,8,0
8/21/2010,224.625,314.9375,229.3125,391.625,10.1875,0
8/22/2010,197.25,320.875,201.625,377.25,12.375,0
8/23/2010,169.875,326.8125,173.9375,362.875,14.5625,12
8/24/2010,142.5,332.75,146.25,348.5,16.75,23
8/25/2010,205.75,248,206,385.25,29,23
8/26/2010,100,331,104.5,209.5,18.25,12
8/27/2010,242,479,246,807,64,12
8/28/2010,269.666666666667,246.666666666667,269,308.333333333333,29.6666666666667,27
8/29/2010,326,253,325,306,38,29
8/30/2010,286.666666666667,278.666666666667,284.333333333333,200,15.3333333333333,30
8/31/2010,248.4,456,238.166666666667,281.166666666667,84,30
9/1/2010,256.166666666667,463.666666666667,245.333333333333,583.333333333333,46.5,58
9/2/2010,214.25,368.25,216,492,31.25,49
9/3/2010,255.625,493.75,250.25,383.375,39.5,58
9/4/2010,297,619.25,284.5,274.75,47.75,43
9/5/2010,343,574,349,803,29,29
9/6/2010,283,348.333333333333,283.333333333333,478,16.3333333333333,14
9/7/2010,206.666666666667,276.333333333333,202.666666666667,621,53.3333333333333,0
9/8/2010,172.666666666667,506.666666666667,167.333333333333,868.333333333333,60,0
9/9/2010,109.5,584.5,108.5,0,18,16
9/10/2010,145.75,271.25,140.5,449.25,49,12
9/11/2010,141,440.25,130.25,282,101.5,13
9/12/2010,188.333333333333,437,191.333333333333,767.333333333333,20.3333333333333,26
9/13/2010,297,129,309,564,106,27
9/14/2010,196,316.5,198,471.5,70,27
9/15/2010,214,259,216,469,42,43
9/16/2010,171.2,423.2,169.2,340.6,13.2,53
9/17/2010,82,552,82,0,38,51
9/18/2010,114,346,116,0,7,49
9/19/2010,191.5,258,189,498,59.5,39
9/20/2010,134,131,129,424,49,38
9/21/2010,81.25,233.75,80.75,273,33.5,36
9/22/2010,214.666666666667,492.333333333333,205.333333333333,626.666666666667,69.6666666666667,39
9/23/2010,103.5,332,102,138,13,39
9/24/2010,177,437,177,2611,4,39
9/25/2010,101,150,107,329,13,49
9/26/2010,140,362.666666666667,140.666666666667,682.333333333333,21,56
9/27/2010,262,436,261,281,16,55
9/28/2010,225.75,445.5,229.25,998,32.75,55
9/29/2010,182.25,295.25,185.25,383,13,48
9/30/2010,186.5,353,173.5,479,62.5,36
10/1/2010,207,256.5,204.5,360.5,58.5,27
10/2/2010,63,284.75,63.25,523.25,10.5,29
10/3/2010,40,314,49,401,10,21
10/4/2010,47,252,48,427,19,13
10/5/2010,202.666666666667,217.666666666667,201.333333333333,0,13,0
10/6/2010,144.333333333333,331.333333333333,158.666666666667,242.333333333333,70.6666666666667,0
10/7/2010,294,417,319,659,111,0
10/8/2010,286,346,287,431,60.5,13
10/9/2010,322,372.5,315.5,250,8.5,13
10/10/2010,89.6666666666667,443.666666666667,92.3333333333333,358.333333333333,65.6666666666667,13
10/11/2010,253,96,262,324,23,13
10/12/2010,215,169.25,220.75,442,31.25,23
10/13/2010,177,242.5,179.5,560,39.5,37
10/14/2010,179,323,170,761,65.5,41
10/15/2010,171.166666666667,279,171.666666666667,649,20.5,49
10/16/2010,291.5,307.5,289,717.5,22.5,57
10/17/2010,201.6,284.4,201.2,502.4,63,60
10/18/2010,182.333333333333,403.333333333333,184.333333333333,622.666666666667,25.6666666666667,63
10/19/2010,209.333333333333,314,212.666666666667,241.166666666667,35.6666666666667,51
10/20/2010,163.2,215.2,167.2,321,25.4,36
10/21/2010,144,399,164,1304,71,36
10/22/2010,214,340,217,404,5,44
10/23/2010,291.333333333333,292,298.333333333333,849.666666666667,40.3333333333333,60
10/24/2010,305,345,299,243,26,67
10/25/2010,65,190,72,415,73,63
10/26/2010,138.2,364.2,140.4,466.4,30.4,41
10/27/2010,25.6666666666667,289,135.666666666667,351.333333333333,80,31
10/28/2010,244,329.333333333333,268.666666666667,204,121.333333333333,39
10/29/2010,96,114,90,252,33,33
10/30/2010,261.666666666667,295,264.666666666667,434.666666666667,46.3333333333333,34
10/31/2010,65,210,66,462,12,21
11/1/2010,233.666666666667,191.333333333333,233.333333333333,398.333333333333,10.3333333333333,18
11/2/2010,196.125,351.125,198.625,492.125,27.875,18
11/3/2010,154.5,243.75,158.5,121.5,54.25,14
11/4/2010,170,226.5,167,545.5,10.5,27
11/5/2010,74,317,73.6666666666667,598.666666666667,11.6666666666667,35
11/6/2010,177.666666666667,228.666666666667,181.666666666667,571.666666666667,29,37
11/7/2010,225,168,220.5,171.5,32,37
11/8/2010,185,676.8,188.4,1035.75,23.2,30
11/9/2010,288.333333333333,158.666666666667,285.666666666667,488.333333333333,39.3333333333333,48
11/10/2010,251.333333333333,364.333333333333,249.666666666667,607,30.6666666666667,51
11/11/2010,145.666666666667,281.5,156.166666666667,384.5,95.1666666666667,48
11/12/2010,130.25,334,124.25,352.875,60.25,69
11/13/2010,118.571428571429,260.285714285714,120.285714285714,228.571428571429,47.4285714285714,61
11/14/2010,186.833333333333,284.333333333333,194,369.166666666667,42.1666666666667,61
11/15/2010,120.111111111111,284.222222222222,121.555555555556,397.222222222222,33,59
11/16/2010,113.4,416,119,426.2,53.6,56
11/17/2010,179.7,451.2,178.9,360.8,21.2,46
11/18/2010,134,256.5,126.5,197.25,37.75,42
11/19/2010,197.5,423.75,201.25,92,37.75,32
11/20/2010,109.5,323,110.5,588.25,21.75,27
11/21/2010,300.25,319.5,300.25,943.25,27.5,24
11/22/2010,300,489,126.5,1593.5,23,26
11/23/2010,173,353,172.5,809,53,13
11/24/2010,210.555555555556,338.444444444444,211.666666666667,602.888888888889,38.7777777777778,24
11/25/2010,263,249.25,277.25,456,70.25,14
11/26/2010,113,382.5,117,377,124.5,13
11/27/2010,167,304.333333333333,163.333333333333,569.333333333333,10.3333333333333,27
11/28/2010,139.666666666667,240.333333333333,136,439.666666666667,31.6666666666667,29
11/29/2010,91,284.166666666667,87.6666666666667,288.166666666667,49.3333333333333,24
11/30/2010,190.9,277.2,189.6,329.9,22.7,32
12/1/2010,159.75,304,162.25,205,11.25,36
12/2/2010,162.333333333333,367,181.666666666667,360.333333333333,53.3333333333333,41
12/3/2010,198.5,369.5,198.166666666667,513.5,35.8333333333333,53
12/4/2010,165.5,200,168.25,533,12.25,44
12/5/2010,279.666666666667,297.666666666667,286,441,44,29
12/6/2010,188.6,419.2,190.6,427.8,39.2,31
12/7/2010,162.25,319.75,162.75,491.5,26.75,31
12/8/2010,159.714285714286,339.571428571429,158.428571428571,435.285714285714,17.1428571428571,29
12/9/2010,190,437.5,191.5,643.5,11.5,36
12/10/2010,283,299,300,913,72,27
12/11/2010,142.6,367.8,142.8,482.6,27.8,27
12/12/2010,158.333333333333,413.555555555556,165.888888888889,443.222222222222,52,47
12/13/2010,194,407,195.625,589.375,21.5,27
12/14/2010,188.142857142857,452,208.375,594.5,55.75,14
12/15/2010,165.75,274.5,170.25,442,48.75,24
12/16/2010,272,527.333333333333,278.333333333333,1417,45,12
12/17/2010,282.6,329.6,283.8,739.6,18,0
12/18/2010,246,248.6,245.6,825.4,51.4,0
12/19/2010,278,395,272.5,394.5,37.5,0
12/20/2010,76,241.5,69.5,361,74.5,0
12/21/2010,124.833333333333,300,125.833333333333,391.666666666667,46.5,17
12/22/2010,271.5,257,273.5,282,21.5,17
12/23/2010,114.75,357.75,110.5,684.75,37,14
12/24/2010,149,277,150,133,23.5,25
12/25/2010,179.8,322,182.8,258,28.4,34
12/26/2010,141,362,121,465,148,17
12/27/2010,105,320,107,1760,9,22
12/28/2010,61,294,79,358,85,19
12/29/2010,206.5,242,210.5,980,37.5,14
12/30/2010,225.25,316.5,234,386,47.25,42
12/31/2010,150.25,285.25,153.5,429.75,26,48
1/1/2011,49,251,48,405,18,48
1/2/2011,265,304,268.5,555.5,74.5,47
1/3/2011,126,225,125,453,13,48
1/4/2011,52.75,236.75,52.75,381.75,24,36
1/5/2011,76.875,207.375,72.875,190.875,27.5,28
1/6/2011,101,178,93,0,31,35
1/7/2011,174.5,267.5,175.5,215.5,23.5,25
1/8/2011,169,186,168,191,56,32
1/9/2011,218.5,171.5,215.5,361,39.5,26
1/10/2011,193.5,260.25,202.5,296.75,34.75,25
1/11/2011,260.666666666667,264.333333333333,258,320.666666666667,44,22
1/12/2011,198.5,372.75,201,612.25,58.75,13
1/13/2011,140.333333333333,457,130,348.666666666667,58.3333333333333,0
1/14/2011,200,334.8,195.2,616.2,37.6,12
1/15/2011,139.5,278.4,133.6,629.35,52.05,20
1/16/2011,79,222,72,642.5,66.5,28
1/17/2011,44,229,43,469,24,32
1/18/2011,127.666666666667,435.666666666667,132.333333333333,654.666666666667,91.3333333333333,26
1/19/2011,101,240,99,90,37,29
1/20/2011,178.2,351.8,181.2,962,41.6,33
1/21/2011,179.75,228.75,178.75,410.25,65.5,32
1/22/2011,259,330,263.666666666667,538,33.3333333333333,33
1/23/2011,259,369.333333333333,263.333333333333,262,58,29
1/24/2011,188.5,217,185.5,485,51,28
1/25/2011,354,143,357,284,69,25
1/26/2011,226.4,310.4,228.6,411.4,41.2,20
1/27/2011,233.5,289.875,239.875,476.625,48,13
1/28/2011,228,425,228.666666666667,344.666666666667,86,15
1/29/2011,180.75,409.5,189.25,733.5,54.25,19
1/30/2011,260.25,336.75,265.5,348.75,92,20
1/31/2011,305,713,274,869,150,24
2/1/2011,272,266.25,208.75,340.5,114.5,21
2/2/2011,302,357,307,609,50,29
2/3/2011,228.5,300.25,232.5,399.5,28.25,36
2/4/2011,155,243.5,158,190,6.5,26
2/5/2011,262.5,458.5,271.5,720.5,44.5,18
2/6/2011,206,351.333333333333,206.333333333333,712.333333333333,8,15
2/7/2011,45,216,48,735,9,64
2/8/2011,47,161,45,538,21,51
2/9/2011,120.333333333333,313.666666666667,122,494,54.6666666666667,34
2/10/2011,200.333333333333,240,215.333333333333,343.666666666667,82.6666666666667,57
2/11/2011,185.333333333333,246.166666666667,192,382.5,52,60
2/12/2011,125.666666666667,337,128.666666666667,581.333333333333,19.6666666666667,78
2/13/2011,255.4,329,203.6,519.2,97.2,87
2/14/2011,227,291,247.6,270.4,96.8,83
2/15/2011,164.5,470,175.333333333333,788,146.333333333333,78
2/16/2011,200.333333333333,405.333333333333,200,538.666666666667,91.3333333333333,65
2/17/2011,114.166666666667,328.166666666667,115.666666666667,519.666666666667,25.5,85
2/18/2011,217.6,346.2,220.2,709,69.6,82
2/19/2011,227.8,313.2,225.4,136,21.6,69
2/20/2011,79.5,434.5,78,0,21.5,47
2/21/2011,174,351,174,1447.5,12.5,38
2/22/2011,158,222,159.25,119.75,28.75,31
2/23/2011,139.75,315.75,140.5,956.75,29.75,24
2/24/2011,82.3333333333333,461,97,500.333333333333,87,13
2/25/2011,235.166666666667,455.333333333333,237.333333333333,793.5,42.3333333333333,42
2/26/2011,131,329,133.5,675.333333333333,52.75,44
2/27/2011,57.5,254.5,63,361,46,51
2/28/2011,87,341,79,750,30,62
3/1/2011,161.5,355.333333333333,162.166666666667,1145.16666666667,12,56
3/2/2011,168,253,175.5,218.25,54.75,73
3/3/2011,175.666666666667,280.666666666667,185.833333333333,398.166666666667,70.3333333333333,99
3/4/2011,172.25,223.25,181,239.5,84.25,116
3/5/2011,80,260.428571428571,76.1428571428571,342.142857142857,36.2857142857143,130
3/6/2011,124,262.6,126.4,253.8,40.6,138
3/7/2011,207.666666666667,590.714285714286,181.857142857143,676,106.142857142857,141
3/8/2011,185.4,495,189.8,546.2,83.2,113
3/9/2011,235.333333333333,333.166666666667,229,296.333333333333,41.3333333333333,83
3/10/2011,201.666666666667,211,202.333333333333,352.666666666667,36.3333333333333,83
3/11/2011,187.333333333333,224,190,332.166666666667,72.5,83
3/12/2011,219.75,373.25,220,943,32.75,93
3/13/2011,191,145,192,175.666666666667,43,61
3/14/2011,162.25,358.5,164.5,501,39.75,48
3/15/2011,174,307,179.4,296,21,38
3/16/2011,148.25,473.25,156.625,251.25,37.125,38
3/17/2011,209,486.5,207.75,720.75,58.75,28
3/18/2011,218.571428571429,365.142857142857,220,447.285714285714,19.5714285714286,32
3/19/2011,154.142857142857,599.714285714286,154.571428571429,766.428571428571,46.2857142857143,30
3/20/2011,228.166666666667,282.833333333333,231.833333333333,451,27,24
3/21/2011,181.666666666667,557.142857142857,196,648.142857142857,81.4285714285714,45
3/22/2011,117.454545454545,469.636363636364,114.545454545455,683.636363636364,23.0909090909091,42
3/23/2011,164.5,398.75,164.75,413.375,55.375,55
3/24/2011,80.6666666666667,350.5,89,662.666666666667,56.1666666666667,97
3/25/2011,131.6,167.8,113.4,222.8,75.8,101
3/26/2011,61.25,482.8,66.2,634.4,108,118
3/27/2011,175,491.25,174.75,537.75,73.5,124
3/28/2011,122,327.75,121.25,355,71.75,104
3/29/2011,137.833333333333,458.666666666667,144.333333333333,560.5,48.6666666666667,96
3/30/2011,139.333333333333,315.5,138.833333333333,709.166666666667,23.5,87
3/31/2011,178.166666666667,268.166666666667,178.333333333333,343.833333333333,39,67
4/1/2011,147.111111111111,235.888888888889,146.333333333333,468.777777777778,25.4444444444444,63
4/2/2011,181.333333333333,172.333333333333,174.666666666667,153.333333333333,48,60
4/3/2011,118.833333333333,548.5,118.333333333333,227.333333333333,67.6666666666667,67
4/4/2011,56.3333333333333,924.666666666667,62,301.333333333333,87.3333333333333,56
4/5/2011,129,273.625,132.125,456.375,16.5,57
4/6/2011,131.8,440.2,130.8,796,15.8,81
4/7/2011,245.5,435.666666666667,241,659.666666666667,138.833333333333,84
4/8/2011,131,247.5,145.5,361.5,68,78
4/9/2011,255.857142857143,480.428571428571,209.428571428571,505,38.7142857142857,56
4/10/2011,190.454545454545,262.272727272727,192.272727272727,469.636363636364,32.0909090909091,67
4/11/2011,164.375,340,169.5,351.125,43.875,92
4/12/2011,158.142857142857,383,157.142857142857,490.571428571429,21.2857142857143,111
4/13/2011,194.3,411.9,194.3,544.2,22.3,123
4/14/2011,155.5,329.25,148.25,441.5,48.25,127
4/15/2011,148,219.125,149.5,468.5,45.25,92
4/16/2011,162.3,259.3,160.8,362.5,43.7,71
4/17/2011,130.909090909091,369.5,105.333333333333,519.916666666667,79,71
4/18/2011,119.375,242.625,117.875,153.875,41.375,71
4/19/2011,215.8,346.6,213,401.4,34,73
4/20/2011,67.1666666666667,354.833333333333,64.8333333333333,474,25.5,80
4/21/2011,155.333333333333,389.5,153.333333333333,89.8333333333333,38,87
4/22/2011,204.8,302,205.8,181.8,33.2,78
4/23/2011,186.2,346,189.6,544.6,23.6,64
4/24/2011,165.777777777778,319,194,670,72.1,56
4/25/2011,175,375.714285714286,176.285714285714,756.428571428571,54.2857142857143,74
4/26/2011,173,335.5,168.5,283,26.5,73
4/27/2011,162,451.333333333333,220.166666666667,394.333333333333,95.6666666666667,62
4/28/2011,207.2,226.2,273,254.8,26.6,62
4/29/2011,264.3,236.6,267.9,159.8,36.1,80
4/30/2011,240.083333333333,239.25,239,514.916666666667,34.25,70
5/1/2011,154.888888888889,232.333333333333,151.555555555556,454.777777777778,27.4444444444444,55
5/2/2011,161.5,302.875,162.875,617.75,24.625,71
5/3/2011,221.333333333333,482.666666666667,222,740.5,49.3333333333333,76
5/4/2011,219.5,220.25,216.25,223.25,38.75,76
5/5/2011,160,206.75,160.5,29,15.5,45
5/6/2011,106.285714285714,463.285714285714,104.857142857143,475.714285714286,59.1428571428571,43
5/7/2011,220.125,284.125,219.625,184,15.75,63
5/8/2011,213,338.8,212.4,682.8,22.2,84
5/9/2011,171.555555555556,460.777777777778,172.111111111111,644.333333333333,63.8888888888889,90
5/10/2011,53.3333333333333,403,50,522.333333333333,30.6666666666667,66
5/11/2011,195.5,510.5,172.5,518.5,122,46
5/12/2011,110.428571428571,343.428571428571,107.285714285714,594,60.2857142857143,36
5/13/2011,167.615384615385,298.384615384615,142.230769230769,279.615384615385,17.8461538461538,52
5/14/2011,165.75,408.5,167.75,355.75,30.25,57
